TS,m,sem,h,N,X,Tmax,Tmin,IntTem,Tmed,Vmax,Vmin,Intvel,Vmed,oil,Presion,Peso,Retraso,tempsuelo
40917.1666666667,1,2,4,2405,?,6.5,5.33,0.153,5.64,7.23,7.22,0.001,7.22,9,0,1031,0,98
40917.2083333333,1,2,5,2406,?,6.33,5.67,0.064,6.06,7.28,7.22,0.005,7.24,9.3,0.3,1031,0,98
40917.25,1,2,6,2407,?,9.67,6,0.333,7.25,7.27,7.2,0.005,7.24,9.6,0.6,1031,0,98
40917.2916666667,1,2,7,2408,?,20,9.67,0.377,14.53,7.23,7.1,0.011,7.15,10,1,1031,0,98
40917.3333333333,1,2,8,2409,?,24,20.83,0.083,22.72,7.1,7.05,0.004,7.07,10.7,1.3,1031.3,0,97.3
40917.375,1,2,9,2410,?,29.33,24.5,0.102,26.61,7.08,7.01,0.005,7.04,11.4,1.6,1031.6,0,96.6
40917.4166666667,1,2,10,2411,?,26.83,25,0.045,26.17,7.03,6.99,0.003,7.01,12,2,1032,0,96
40917.4583333333,1,2,11,2412,?,27.17,24,0.078,26.03,7.01,6.98,0.003,6.99,12.3,3.7,1031.7,0,87.7
40917.5,1,2,12,2413,?,24.17,19.83,0.113,21.72,7.04,7.01,0.003,7.03,12.6,5.4,1031.4,0,79.4
40917.5416666667,1,2,13,2414,?,19.67,18.17,0.043,18.86,7.05,7.02,0.002,7.04,13,7,1031,0,71
40917.5833333333,1,2,14,2415,?,22.33,18.83,0.094,20.78,7.03,6.97,0.005,7,13,7.7,1030.3,0,68.3
40917.625,1,2,15,2416,?,25.83,22,0.091,24.19,6.95,6.9,0.005,6.93,13,8.4,1029.6,0,65.6
40917.6666666667,1,2,16,2417,?,25.5,19.33,0.178,21.64,7.04,6.96,0.007,6.99,13,9,1029,0,63
40917.7083333333,1,2,17,2418,?,18.5,16.5,0.062,17.58,7.08,7.02,0.004,7.05,12,7,1029.7,0,71
40917.75,1,2,18,2419,?,17.67,14.67,0.102,16.03,7.08,7.05,0.003,7.07,11,5,1030.4,0,79
40917.7916666667,1,2,19,2420,?,15,13.17,0.074,13.97,7.09,7.05,0.005,7.06,10,3,1031,0,87
40917.8333333333,1,2,20,2421,?,16.83,13.67,0.146,14.69,7.09,7.03,0.005,7.05,10,2.3,1031.7,0,87.3
40917.875,1,2,21,2422,?,18.5,16.17,0.071,17.28,7.05,7.01,0.004,7.02,10,1.6,1032.4,0,87.6
40917.9166666667,1,2,22,2423,?,18.33,16,0.077,17.33,7.07,6.99,0.006,7.03,10,1,1033,0,88
40917.9583333333,1,2,23,2424,?,15.5,13.17,0.092,14.19,7.11,7.05,0.005,7.09,9,0.3,1032.7,0,86.7
40918,1,3,0,2425,?,14.17,9.67,0.209,12.22,7.16,7.09,0.006,7.13,8,-0.4,1032.4,0,85.4
40918.0416666667,1,3,1,2426,?,9,6.83,0.17,7.69,7.21,7.15,0.005,7.18,7,-1,1032,0,84
40918.0833333333,1,3,2,2427,?,7.17,6,0.122,6.39,7.23,7.18,0.004,7.21,7,-1,1032,0,82.7
40918.125,1,3,3,2428,?,6,5.5,0.057,5.83,7.25,7.22,0.002,7.23,7,-1,1032,0,81.4
40918.1666666667,1,3,4,2429,?,6.5,5.5,0.114,5.83,7.27,7.24,0.002,7.26,7,-1,1032,0,80
40918.2083333333,1,3,5,2430,?,6.83,5.83,0.084,6.31,7.29,7.26,0.003,7.27,6.7,-1,1031.7,0,78.7
40918.25,1,3,6,2431,?,9.17,6.33,0.236,7.42,7.27,7.24,0.003,7.26,6.4,-1,1031.4,0,77.4
40918.2916666667,1,3,7,2432,?,21,9.33,0.432,14.67,7.23,7.11,0.01,7.16,6,-1,1031,0,76
40918.3333333333,1,3,8,2433,?,23.17,20.17,0.085,21.36,7.13,7.09,0.004,7.1,6,0,1031.3,0,70.3
40918.375,1,3,9,2434,?,25.83,24.17,0.037,25.08,7.11,7.01,0.007,7.06,6,1,1031.6,0,64.6
40918.4166666667,1,3,10,2435,?,26.17,24.83,0.038,25.81,7.03,6.99,0.003,7.01,6,2,1032,0,59
40918.4583333333,1,3,11,2436,?,24.33,21.83,0.074,23.58,7.05,7,0.004,7.03,5.7,4,1031.7,0,52.7
40918.5,1,3,12,2437,?,21.5,18.5,0.086,19.81,7.04,7,0.004,7.03,5.4,6,1031.4,0,46.4
40918.5416666667,1,3,13,2438,?,18.5,17.17,0.047,17.67,7.05,6.99,0.005,7.03,5,8,1031,0,40
40918.5833333333,1,3,14,2439,?,22.17,17.83,0.11,20.03,6.98,6.89,0.008,6.95,4.7,8.7,1030.3,0,41.3
40918.625,1,3,15,2440,?,25.83,21.67,0.098,24.03,6.94,6.83,0.009,6.87,4.4,9.4,1029.6,0,42.6
40918.6666666667,1,3,16,2441,?,24.17,18,0.158,20.86,6.92,6.88,0.003,6.9,4,10,1029,0,44
40918.7083333333,1,3,17,2442,?,19.17,16.17,0.085,17.67,6.95,6.9,0.004,6.93,4.3,7,1029.3,0,53
40918.75,1,3,18,2443,?,17.5,16,0.064,16.44,6.96,6.93,0.002,6.94,4.6,4,1029.6,0,62
40918.7916666667,1,3,19,2444,?,16.17,13.83,0.113,14.53,6.97,6.93,0.003,6.95,5,1,1030,0,71
40918.8333333333,1,3,20,2445,?,16.83,14,0.1,15.31,6.93,6.89,0.003,6.91,4.7,0.7,1030,0,71.7
40918.875,1,3,21,2446,?,19.83,16.33,0.114,18.44,6.91,6.83,0.006,6.88,4.4,0.4,1030,0,72.4
40918.9166666667,1,3,22,2447,?,19.33,15.67,0.109,17.58,6.91,6.87,0.004,6.89,4,0,1030,0,73
40918.9583333333,1,3,23,2448,?,14.67,12.67,0.079,13.75,6.98,6.95,0.002,6.96,3.7,-0.3,1030,0,73.7
40919,1,4,0,2449,?,15.33,9.33,0.249,12.28,7.01,6.95,0.005,6.99,3.4,-0.6,1030,0,74.4
40919.0416666667,1,4,1,2450,?,9.17,6.83,0.17,7.83,7.05,7.01,0.004,7.03,3,-1,1030,0,75
40919.0833333333,1,4,2,2451,?,6.5,5.33,0.099,5.92,7.09,7.04,0.004,7.07,3,-1,1030,0,74.3
40919.125,1,4,3,2452,?,5.67,5.33,0.036,5.47,7.1,7.08,0.002,7.09,3,-1,1030,0,73.6
40919.1666666667,1,4,4,2453,?,6.17,5.17,0.121,5.5,7.12,7.09,0.002,7.11,3,-1,1030,0,73
40919.2083333333,1,4,5,2454,?,6.17,5.67,0.067,5.78,7.15,7.12,0.003,7.13,3,-1.3,1030,0,72
40919.25,1,4,6,2455,?,9,5.83,0.317,6.83,7.15,7.12,0.004,7.14,3,-1.6,1030,0,71
40919.2916666667,1,4,7,2456,?,20.17,9.5,0.362,14.89,7.13,7.04,0.007,7.08,3,-2,1030,0,70
40919.3333333333,1,4,8,2457,?,24.33,20.67,0.113,21.86,7.05,6.97,0.006,7,3.3,-0.7,1030.7,0,62.3
40919.375,1,4,9,2458,?,27.33,24.33,0.071,25.53,6.99,6.94,0.004,6.97,3.6,0.6,1031.4,0,54.6
40919.4166666667,1,4,10,2459,?,26.33,23.83,0.06,24.83,6.97,6.94,0.002,6.96,4,2,1032,0,47
40919.4583333333,1,4,11,2460,?,26.17,22.33,0.082,24.19,6.99,6.96,0.003,6.98,4.3,4.3,1031.7,0,41.7
40919.5,1,4,12,2461,?,22.83,20.67,0.05,21.75,7.01,6.97,0.004,6.99,4.6,6.6,1031.4,0,36.4
40919.5416666667,1,4,13,2462,?,20.83,18.17,0.081,19.28,7.02,6.97,0.004,6.99,5,9,1031,0,31
40919.5833333333,1,4,14,2463,?,21.4,17.67,0.107,19.79,6.98,6.92,0.004,6.95,4.7,9.3,1030.3,0,34.3
40919.625,1,4,15,2464,?,25,20.67,0.115,23.36,6.92,6.88,0.003,6.9,4.4,9.6,1029.6,0,37.6
40919.6666666667,1,4,16,2465,?,23.17,18,0.141,20.31,7.01,6.91,0.007,6.97,4,10,1029,0,41
40919.7083333333,1,4,17,2466,?,17.17,15.67,0.058,16.64,7.05,6.98,0.006,7.01,4.7,7,1029.7,0,49.7
40919.75,1,4,18,2467,?,17.67,14.67,0.104,16,7.07,7.01,0.005,7.03,5.4,4,1030.4,0,58.4
40919.7916666667,1,4,19,2468,?,15.83,13.67,0.075,14.72,7.07,7.02,0.003,7.05,6,1,1031,0,67
40919.8333333333,1,4,20,2469,?,16.67,15.17,0.047,15.92,7.05,7,0.004,7.03,6.7,0.7,1031,0,65.7
40919.875,1,4,21,2470,?,20.67,16.17,0.148,18,7.02,6.97,0.004,6.99,7.4,0.4,1031,0,64.4
40919.9166666667,1,4,22,2471,?,19.83,15.33,0.135,17.47,7.07,6.97,0.009,7.01,8,0,1031,0,63
40919.9583333333,1,4,23,2472,?,15,12.33,0.109,13.53,7.09,7.02,0.006,7.06,8,-0.3,1031.3,0,60.3
40920,1,5,0,2473,?,14.83,10,0.197,12.39,7.16,7.06,0.007,7.1,8,-0.6,1031.6,0,57.6
40920.0416666667,1,5,1,2474,?,9,6.67,0.153,7.81,7.17,7.13,0.004,7.16,8,-1,1032,0,55
40920.0833333333,1,5,2,2475,?,8.33,6,0.166,7.19,7.19,7.16,0.003,7.17,7.3,-1,1031.7,0,55
40920.125,1,5,3,2476,?,8,5.5,0.231,6.5,7.22,7.18,0.004,7.21,6.6,-1,1031.4,0,55
40920.1666666667,1,5,4,2477,?,6.5,5.33,0.141,5.69,7.23,7.21,0.002,7.22,6,-1,1031,0,55
40920.2083333333,1,5,5,2478,?,6.17,5.67,0.042,5.92,7.23,7.19,0.003,7.22,5.7,-1.3,1031,0,60
40920.25,1,5,6,2479,?,8.67,5.83,0.258,6.89,7.23,7.21,0.001,7.22,5.4,-1.6,1031,0,65
40920.2916666667,1,5,7,2480,?,21.17,9.17,0.424,14.86,7.19,7.09,0.007,7.13,5,-2,1031,0,70
40920.3333333333,1,5,8,2481,?,23,20.67,0.056,21.89,7.06,7.01,0.004,7.04,5,-0.7,1031.3,0,65
40920.375,1,5,9,2482,?,25.83,24,0.042,25.06,7.02,6.95,0.006,6.98,5,0.6,1031.6,0,60
40920.4166666667,1,5,10,2483,?,26.5,24.67,0.039,25.5,6.96,6.91,0.004,6.93,5,2,1032,0,55
40920.4583333333,1,5,11,2484,?,23.5,21.17,0.073,22.83,6.93,6.9,0.003,6.91,3.7,4,1031.7,0,50
40920.5,1,5,12,2485,?,21.5,18.5,0.086,19.81,6.94,6.89,0.004,6.91,2.4,6,1031.4,0,45
40920.5416666667,1,5,13,2486,?,20.83,17.17,0.126,18.5,6.91,6.86,0.004,6.89,1,8,1031,0,40
40920.5833333333,1,5,14,2487,?,21.33,18.33,0.082,19.72,6.87,6.81,0.005,6.85,1.7,8.3,1030.3,0,41
40920.625,1,5,15,2488,?,24.33,21.83,0.058,23.17,6.79,6.76,0.003,6.77,2.4,8.6,1029.6,0,42
40920.6666666667,1,5,16,2489,?,22.17,17.83,0.122,20.31,6.84,6.79,0.005,6.82,3,9,1029,0,43
40920.7083333333,1,5,17,2490,?,17.33,16.33,0.038,16.97,6.88,6.83,0.004,6.86,3.7,6.3,1029.3,0,53.3
40920.75,1,5,18,2491,?,17.33,14.33,0.116,16.22,6.87,6.84,0.002,6.85,4.4,3.6,1029.6,0,63.6
40920.7916666667,1,5,19,2492,?,15.33,14.17,0.043,14.81,6.9,6.83,0.005,6.87,5,1,1030,0,74
40920.8333333333,1,5,20,2493,?,16.5,14,0.084,15.28,6.87,6.83,0.004,6.85,5.3,0.3,1030.3,0,74.3
40920.875,1,5,21,2494,?,19.33,15,0.129,17.22,6.84,6.8,0.004,6.82,5.6,-0.4,1030.6,0,74.6
40920.9166666667,1,5,22,2495,?,20,15.5,0.137,17.58,6.87,6.8,0.006,6.83,6,-1,1031,0,75
40920.9583333333,1,5,23,2496,?,15.17,12,0.164,13.03,6.89,6.87,0.002,6.88,5.7,-1.3,1031,0,76.3
40921,1,6,0,2497,?,15.5,10,0.221,12.83,6.93,6.88,0.004,6.9,5.4,-1.6,1031,0,77.6
40921.0416666667,1,6,1,2498,?,8.67,6.33,0.164,7.44,6.98,6.91,0.006,6.95,5,-2,1031,0,79
40921.0833333333,1,6,2,2499,?,8.17,5.83,0.189,7.19,7,6.97,0.002,6.98,4.7,-2,1030.7,0,80
40921.125,1,6,3,2500,?,8.17,5.33,0.273,6.42,7.03,6.99,0.003,7.01,4.4,-2,1030.4,0,81
40921.1666666667,1,6,4,2501,?,5.67,5.17,0.046,5.42,7.05,7.02,0.002,7.04,4,-2,1030,0,82
40921.2083333333,1,6,5,2502,?,6.33,5.17,0.123,5.64,7.07,7.04,0.003,7.05,4,-2,1029.7,0,81.3
40921.25,1,6,6,2503,?,9,5.67,0.301,6.92,7.07,7.05,0.001,7.06,4,-2,1029.4,0,80.6
40921.2916666667,1,6,7,2504,?,21.5,9.67,0.452,14.81,7.07,6.95,0.01,7,4,-2,1029,0,80
40921.3333333333,1,6,8,2505,?,23.33,19.33,0.101,21.5,6.95,6.9,0.004,6.92,3.3,-1,1029.3,0,75.7
40921.375,1,6,9,2506,?,26.83,23.5,0.068,25.22,6.92,6.89,0.003,6.9,2.6,0,1029.6,0,71.4
40921.4166666667,1,6,10,2507,?,26.5,24.33,0.05,25.61,6.91,6.87,0.003,6.88,2,1,1030,0,67
40921.4583333333,1,6,11,2508,?,25.67,22.33,0.082,24.33,6.92,6.83,0.007,6.87,2.3,3,1029.3,0,59.7
40921.5,1,6,12,2509,?,21.67,19,0.077,20.58,6.94,6.89,0.005,6.91,2.6,5,1028.6,0,52.4
40921.5416666667,1,6,13,2510,?,19.5,18,0.04,18.75,6.95,6.9,0.004,6.92,3,7,1028,0,45
40921.5833333333,1,6,14,2511,?,21.5,17.83,0.114,20.14,6.91,6.87,0.002,6.89,3.3,7,1027.3,0,47
40921.625,1,6,15,2512,?,24.33,21.83,0.064,23.33,6.83,6.8,0.003,6.82,3.6,7,1026.6,0,49
40921.6666666667,1,6,16,2513,?,22.83,17,0.173,20.56,6.93,6.82,0.009,6.87,4,7,1026,0,51
40921.7083333333,1,6,17,2514,?,18,17.5,0.014,17.75,6.92,6.89,0.002,6.91,4,5.3,1026,0,58.7
40921.75,1,6,18,2515,?,17.83,16.17,0.052,16.94,6.93,6.88,0.005,6.92,4,3.6,1026,0,66.4
40921.7916666667,1,6,19,2516,?,17.33,14.33,0.118,15.5,6.94,6.91,0.004,6.93,4,2,1026,0.1,74
40921.8333333333,1,6,20,2517,?,15.33,13.83,0.06,14.47,6.97,6.93,0.004,6.94,4,1,1026,0.1,78
40921.875,1,6,21,2518,?,17.83,14.67,0.097,16.25,6.93,6.91,0.002,6.92,4,0,1026,0.1,82
40921.9166666667,1,6,22,2519,?,17.5,13.17,0.158,15.64,6.96,6.9,0.005,6.94,4,-1,1026,0,86
40921.9583333333,1,6,23,2520,?,14.67,12,0.116,13.14,6.99,6.94,0.005,6.97,3.7,-1.3,1026,0,86.7
40922,1,7,0,2521,?,13,10.83,0.093,11.89,7.02,6.97,0.005,7,3.4,-1.6,1026,0,87.4
40922.0416666667,1,7,1,2522,?,10.17,7.33,0.169,8.69,7.08,7.02,0.005,7.04,3,-2,1026,0,88
40922.0833333333,1,7,2,2523,?,9.5,6.83,0.174,8.28,7.09,7.03,0.006,7.07,3.3,-1.3,1025.7,0,87.3
40922.125,1,7,3,2524,?,9.67,6,0.323,7.31,7.1,7.09,0.001,7.09,3.6,-0.6,1025.4,0,86.6
40922.1666666667,1,7,4,2525,?,6,5.5,0.043,5.75,7.13,7.1,0.002,7.12,4,0,1025,0.1,86
40922.2083333333,1,7,5,2526,?,5.83,5.5,0.034,5.69,7.15,7.13,0.001,7.14,4.7,0,1024.7,0.1,84
40922.25,1,7,6,2527,?,6.33,5.83,0.041,6.08,7.16,7.13,0.003,7.14,5.4,0,1024.4,0.1,82
40922.2916666667,1,7,7,2528,?,9.33,6.17,0.217,7.67,7.15,7.11,0.003,7.13,6,0,1024,0.1,80
40922.3333333333,1,7,8,2529,?,16.33,10,0.301,12.56,7.13,7.06,0.005,7.1,6.7,0.7,1024,0.1,77
40922.375,1,7,9,2530,?,25.17,17.5,0.197,21.81,7.07,6.94,0.009,7.01,7.4,1.4,1024,0.1,74
40922.4166666667,1,7,10,2531,?,28.67,26,0.06,27.67,6.91,6.82,0.009,6.88,8,2,1024,0.1,71
40922.4583333333,1,7,11,2532,?,29.83,27.5,0.043,28.75,6.88,6.84,0.003,6.86,9.3,3.3,1023.7,0.1,66
40922.5,1,7,12,2533,?,27.83,21.5,0.137,24.92,6.92,6.87,0.004,6.9,10.6,4.6,1023.4,0.1,61
40922.5416666667,1,7,13,2534,?,22.33,19.5,0.071,21,6.97,6.91,0.005,6.93,12,6,1023,0,56
40922.5833333333,1,7,14,2535,?,22.83,20,0.072,21.31,6.94,6.89,0.004,6.91,12.3,6.3,1022.3,0,56.3
40922.625,1,7,15,2536,?,22.17,21.5,0.017,21.86,6.94,6.89,0.006,6.91,12.6,6.6,1021.6,0,56.6
40922.6666666667,1,7,16,2537,?,24.17,19.33,0.136,21.28,6.96,6.89,0.007,6.91,13,7,1021,0,57
40922.7083333333,1,7,17,2538,?,18.67,17.33,0.037,18,6.99,6.94,0.004,6.96,12,5.3,1021.7,0,64
40922.75,1,7,18,2539,?,18,17,0.03,17.47,6.99,6.96,0.003,6.97,11,3.6,1022.4,0,71
40922.7916666667,1,7,19,2540,?,18.33,15.5,0.107,16.56,6.99,6.97,0.002,6.98,10,2,1023,0,78
40922.8333333333,1,7,20,2541,?,16.67,14.67,0.064,15.67,7.01,6.98,0.003,7,10,1.3,1023,0,81.3
40922.875,1,7,21,2542,?,17.17,15.17,0.082,15.86,7.01,6.97,0.005,6.98,10,0.6,1023,0,84.6
40922.9166666667,1,7,22,2543,?,18.33,15.33,0.091,16.86,7.02,6.96,0.005,6.99,10,0,1023,0,88
40922.9583333333,1,7,23,2544,?,16,13.33,0.098,14.78,7.05,7.01,0.003,7.03,10.7,-0.3,1022.7,0,90
40923,1,1,0,2545,?,13.83,11.33,0.102,12.56,7.08,7.03,0.004,7.05,11.4,-0.6,1022.4,0,92
40923.0416666667,1,1,1,2546,?,11.17,8.67,0.149,9.72,7.09,7.08,0.001,7.08,12,-1,1022,0,94
40923.0833333333,1,1,2,2547,?,10.83,8.33,0.14,9.5,7.12,7.09,0.003,7.11,12.3,-0.7,1021.3,0,94.3
40923.125,1,1,3,2548,?,9.5,6.17,0.221,7.78,7.16,7.12,0.003,7.13,12.6,-0.4,1020.6,0,94.6
40923.1666666667,1,1,4,2549,?,6.17,6,0.018,6.11,7.16,7.13,0.002,7.15,13,0,1020,0.1,95
40923.2083333333,1,1,5,2550,?,6.5,5.67,0.078,6.03,7.16,7.15,0.002,7.16,12,0.3,1020,0.1,94.7
40923.25,1,1,6,2551,?,7.33,6.17,0.119,6.56,7.18,7.16,0.002,7.17,11,0.6,1020,0.1,94.4
40923.2916666667,1,1,7,2552,?,7.33,6,0.111,6.75,7.19,7.16,0.002,7.17,10,1,1020,0.1,94
40923.3333333333,1,1,8,2553,?,13,8,0.279,10.17,7.19,7.13,0.004,7.16,10.7,1.3,1019.7,0.1,92.3
40923.375,1,1,9,2554,?,22.33,14,0.24,18.42,7.13,7.04,0.008,7.08,11.4,1.6,1019.4,0.1,90.6
40923.4166666667,1,1,10,2555,?,27.5,24,0.087,26.28,7.03,6.91,0.009,6.97,12,2,1019,0.2,89
40923.4583333333,1,1,11,2556,?,29.33,27.17,0.043,28.39,6.94,6.89,0.004,6.91,12,3,1018.3,0.2,85.3
40923.5,1,1,12,2557,?,27.67,23.67,0.094,26.11,6.97,6.91,0.005,6.94,12,4,1017.6,0.2,81.6
40923.5416666667,1,1,13,2558,?,24.33,21.17,0.072,22.81,6.99,6.94,0.005,6.96,12,5,1017,0.1,78
40923.5833333333,1,1,14,2559,?,20.33,19.17,0.031,19.72,6.99,6.97,0.002,6.98,11.3,5,1016,0.1,77.7
40923.625,1,1,15,2560,?,21.33,18.17,0.083,19.81,6.98,6.96,0.001,6.97,10.6,5,1015,0.1,77.4
40923.6666666667,1,1,16,2561,?,22.5,17.33,0.167,19.28,7.02,6.93,0.007,6.98,10,5,1014,0,77
40923.7083333333,1,1,17,2562,?,17,15.33,0.062,16,7.03,6.99,0.003,7.01,7.3,4,1014.3,0.1,82
40923.75,1,1,18,2563,?,18,16.67,0.038,17.33,7.04,7.02,0.001,7.03,4.6,3,1014.6,0.2,87
40923.7916666667,1,1,19,2564,?,16.67,14,0.103,15.61,7.03,7.01,0.001,7.02,2,2,1015,0.2,92
40923.8333333333,1,1,20,2565,?,16.33,15.5,0.028,15.94,7.03,6.99,0.003,7.01,3,2,1015,0.2,92.3
40923.875,1,1,21,2566,?,19.83,15.83,0.124,17.64,7.01,6.97,0.003,6.98,4,2,1015,0.2,92.6
40923.9166666667,1,1,22,2567,?,19,15.33,0.11,17.22,7.01,6.97,0.005,7,5,2,1015,0.3,93
40923.9583333333,1,1,23,2568,?,14.83,12.83,0.072,13.83,7.08,7.05,0.003,7.06,4.3,1.7,1015,0.6,94.3
40924,1,2,0,2569,?,12.83,10.17,0.135,11.75,7.1,7.08,0.002,7.09,3.6,1.4,1015,0.9,95.6
40924.0416666667,1,2,1,2570,?,9.33,6.33,0.217,7.67,7.13,7.1,0.003,7.12,3,1,1015,1.1,97
40924.0833333333,1,2,2,2571,?,8.33,6,0.172,7.25,7.16,7.13,0.002,7.15,3,0.7,1015,1.2,97
40924.125,1,2,3,2572,?,8.17,5.33,0.267,6.44,7.17,7.15,0.002,7.16,3,0.4,1015,1.3,97
40924.1666666667,1,2,4,2573,?,5.67,5.33,0.03,5.5,7.18,7.17,0.001,7.17,3,0,1015,1.4,97
40924.2083333333,1,2,5,2574,?,6.33,5.83,0.051,6.03,7.21,7.18,0.002,7.19,4,0,1015,1.7,97
40924.25,1,2,6,2575,?,8.5,6.17,0.209,7.03,7.21,7.17,0.004,7.18,5,0,1015,2,97
40924.2916666667,1,2,7,2576,?,20,9.33,0.387,15.22,7.16,7.08,0.008,7.11,6,0,1015,2.2,97
40924.3333333333,1,2,8,2577,?,24,20.17,0.101,21.81,7.08,7.01,0.005,7.04,6.7,0.3,1015.7,2.3,97.3
40924.375,1,2,9,2578,?,25.5,23.17,0.053,24.47,7.04,6.99,0.004,7.01,7.4,0.6,1016.4,2.4,97.6
40924.4166666667,1,2,10,2579,?,25.67,24.5,0.031,24.89,6.98,6.95,0.002,6.97,8,1,1017,2.4,98
40924.4583333333,1,2,11,2580,?,24.17,21.83,0.056,22.89,7.03,6.96,0.005,7,9,1.3,1017.7,1.8,98
40924.5,1,2,12,2581,?,21.83,19.83,0.049,20.81,7.01,6.98,0.003,7,10,1.6,1018.4,1.2,98
40924.5416666667,1,2,13,2582,?,19.33,17.83,0.052,18.81,7.02,7,0.002,7.01,11,2,1019,0.7,98
40924.5833333333,1,2,14,2583,?,21.5,19.17,0.068,20.14,7,6.91,0.007,6.96,11.3,2,1018.7,0.6,97.7
40924.625,1,2,15,2584,?,24.17,21.5,0.07,23.11,6.94,6.89,0.005,6.91,11.6,2,1018.4,0.5,97.4
40924.6666666667,1,2,16,2585,?,22.33,16.5,0.168,19.83,6.99,6.91,0.007,6.95,12,2,1018,0.4,97
40924.7083333333,1,2,17,2586,?,18.17,15.33,0.104,17.11,7.01,6.98,0.003,7,11.7,2,1019,0.3,97
40924.75,1,2,18,2587,?,16,14.33,0.067,15.36,7.01,6.97,0.004,7,11.4,2,1020,0.2,97
40924.7916666667,1,2,19,2588,?,15.33,13.5,0.064,14.42,7.01,7.01,0.001,7.01,11,2,1021,0,97
40924.8333333333,1,2,20,2589,?,16.17,14.33,0.069,15.39,7.01,6.97,0.003,6.98,11,1.7,1022,0,97
40924.875,1,2,21,2590,?,18.83,15.5,0.118,17.58,6.99,6.92,0.006,6.95,11,1.4,1023,0,97
40924.9166666667,1,2,22,2591,?,19.33,16.17,0.105,18.06,6.98,6.92,0.004,6.95,11,1,1024,0,97
40924.9583333333,1,2,23,2592,?,15.33,12.33,0.123,14.06,7.02,6.99,0.002,7.01,10.3,0.7,1024.7,0,97.3
40925,1,3,0,2593,?,15,9.5,0.226,12.28,7.07,7.01,0.005,7.03,9.6,0.4,1025.4,0,97.6
40925.0416666667,1,3,1,2594,?,10.17,7.17,0.241,8.19,7.09,7.04,0.005,7.07,9,0,1026,0,98
40925.0833333333,1,3,2,2595,?,6.67,6.33,0.039,6.42,7.12,7.09,0.002,7.11,8.3,0,1026.3,0,98
40925.125,1,3,3,2596,?,6.17,6,0.023,6.14,7.16,7.13,0.003,7.14,7.6,0,1026.6,0,98
40925.1666666667,1,3,4,2597,?,6.17,5.83,0.033,5.97,7.16,7.15,0.001,7.15,7,0,1027,0,98
40925.2083333333,1,3,5,2598,?,6.67,6.17,0.048,6.36,7.19,7.16,0.002,7.18,6,-0.3,1027.3,0,97.7
40925.25,1,3,6,2599,?,9.17,6.67,0.204,7.61,7.19,7.17,0.002,7.17,5,-0.6,1027.6,0,97.4
40925.2916666667,1,3,7,2600,?,22.17,9.67,0.417,15.64,7.16,7.04,0.01,7.11,4,-1,1028,0,97
40925.3333333333,1,3,8,2601,?,23,21.33,0.049,22.43,7.07,7.02,0.004,7.04,4,-0.7,1028.7,0,94.7
40925.375,1,3,9,2602,?,22.94,22.83,0.002,22.89,7.02,7.02,0,7.02,4,-0.4,1029.4,0,92.4
40925.4166666667,1,3,10,2603,?,22.81,22.71,0.002,22.76,7.02,7.02,0,7.02,4,0,1030,0,90
40925.4583333333,1,3,11,2604,?,22.69,22.58,0.002,22.64,7.02,7.02,0,7.02,5,1.3,1029.7,0,85.7
40925.5,1,3,12,2605,?,22.56,22.46,0.002,22.51,7.02,7.01,0,7.01,6,2.6,1029.4,0,81.4
40925.5416666667,1,3,13,2606,?,22.44,22.34,0.002,22.39,7.01,7.01,0,7.01,7,4,1029,0,77
40925.5833333333,1,3,14,2607,?,22.31,22.21,0.002,22.26,7.01,7.01,0,7.01,7,4.7,1028.7,0,75
40925.625,1,3,15,2608,?,22.19,22.09,0.002,22.14,7.01,7.01,0,7.01,7,5.4,1028.4,0,73
40925.6666666667,1,3,16,2609,?,22.07,21.96,0.002,22.01,7.01,7.01,0,7.01,7,6,1028,0,71
40925.7083333333,1,3,17,2610,?,21.94,21.84,0.002,21.89,7.01,7,0,7.01,6.3,4,1028.3,0,76.7
40925.75,1,3,18,2611,?,21.82,21.71,0.002,21.76,7,7,0,7,5.6,2,1028.6,0,82.4
40925.7916666667,1,3,19,2612,?,21.69,21.59,0.002,21.64,7,7,0,7,5,0,1029,0,88
40925.8333333333,1,3,20,2613,?,21.57,21.46,0.002,21.52,7,7,0,7,5,-0.3,1029.3,0,87.7
40925.875,1,3,21,2614,?,21.44,21.34,0.002,21.39,7,7,0,7,5,-0.6,1029.6,0,87.4
40925.9166666667,1,3,22,2615,?,21.32,21.21,0.002,21.27,7,6.99,0,7,5,-1,1030,0,87
40925.9583333333,1,3,23,2616,?,21.19,21.09,0.002,21.14,6.99,6.99,0,6.99,4.7,-1,1030.7,0,86.7
40926,1,4,0,2617,?,21.07,20.97,0.002,21.02,6.99,6.99,0,6.99,4.4,-1,1031.4,0,86.4
40926.0416666667,1,4,1,2618,?,20.94,20.84,0.002,20.89,6.99,6.99,0,6.99,4,-1,1032,0,86
40926.0833333333,1,4,2,2619,?,20.82,20.72,0.002,20.77,6.99,6.99,0,6.99,3.7,-1.3,1032.3,0,86
40926.125,1,4,3,2620,?,20.7,20.59,0.003,20.64,6.99,6.98,0,6.99,3.4,-1.6,1032.6,0,86
40926.1666666667,1,4,4,2621,?,20.57,20.47,0.003,20.52,6.98,6.98,0,6.98,3,-2,1033,0,86
